booth_seq,booth_name,booth_number,booth_type,booth_url,booth_id,game_index_in_booth,game_title,game_description,game_price,game_player,game_play_time,game_target_age,game_tags,game_publisher,game_url,game_source_section
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,1,[未定],未定,¥0,-,-,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189206,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,2,[そして誰もいなくなる？],瀬戸内海に浮かぶ島を舞台に、力を合わせて3つの死体の謎を追え！,"¥2,700",1-4,120-120,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189205,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,3,[そういうお前はどうなんだ？狂気病棟編],「そういうお前はどうなんだ？」＋「狂気度システム」！？ 孤島の隔離病棟で繰り広げられる冤罪押し付け合いゲーム,"¥2,200",3-6,20-20,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189204,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,4,[永遠に眠る男],韓国の財閥ドラマさながらの華麗なる一族とその家中の人々の愛憎渦巻くコリアンミステリー,¥0,5,60-60,2700歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189203,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,5,[引っ越しバイト],マーダーミステリーミニシリーズ新作は、秋口ぎぐるによるシチュエーションコメディ⁉,"¥2,700",3-4,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189202,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,6,[崇高なる労働をいただきありがとうございます],「崇高なる単純作業Aと崇高なる単純作業Bという2つもの人生の選択肢を与えていただきありがとうございます。」,"¥4,000",6,200-200,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189201,新着ゲーム
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,7,[卓上探偵団DEKA集え、探偵諸君！],グループSNE人気協力推理ゲーム短編集の第4弾が登場！ 5人の探偵と6つの事件の物語,"¥3,200",1-4,20-190,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189200,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,8,[幸せの唄],ストーリープレイング「TINY TALK AND TALES」シリーズ第2弾,"¥2,700",5,100-100,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189199,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,9,[マジックアワーの残響],「Story Playing in the Box Series」始動,"¥4,500",6,150-150,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189197,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,10,[ザ・レッドラフター],本格ホラー×マーダーミステリー！ 恐怖の都市伝説,"¥4,000",6,200-200,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189196,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,11,[言葉の魔術師],大正時代、散乱した原稿用紙の中で死んだ文豪の謎を追え！,"¥2,700",1-4,120-120,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189195,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,12,[夜の色さえ知らない],ストーリープレイング「TINY TALK AND TALES」シリーズ始動,"¥2,500",2,80-80,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189194,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,13,[告別詩],〈Asian Murder Mystery〉シリーズ第5弾！ 全国のマダミス店舗公演で大きな話題を呼んだ話題作をパッケージ化。,"¥5,000",6,300-300,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189193,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,14,[霹靂の招待状],「高校卒業の15周年に開かれた同窓会。だが会場の学校内で参加者が死体となって発見される。事件の真相とは？」,"¥5,000",6,150-180,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189191,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,15,[Memory Plus],「こんな話、したことなかったね。」大切な人と記憶をたどる、2人用対話ゲーム。,"¥1,650",2,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189190,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,16,[メメント＝ヴィータ],──その選択を、歴史は罪と呼ぶのか──,"¥6,000",7,300-300,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189189,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,17,[蜃の謎々・雲],読んで解く、物語と謎が連動した宝探し系謎解きゲーム,"¥1,400",1-4,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189188,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,18,[蜃の迷宮(第二版)],二人で迷宮を巡り、謎を解いて脱出する、宝探し系謎解きゲームブック,"¥1,700",1-2,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189187,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,19,[朽ち縄と縊り縄],自殺か、他殺か、それとも祟りか…,"¥1,000",4,100-100,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189184,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,20,[LAST DIVIDE〜南極狂奏曲〜],消えた食料と隊長の行方は？極限状態！！サバイバルマーダーミステリー開演！,"¥3,000",5,90-120,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189181,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,21,[小説「狂気山脈 陰謀の分水嶺」下巻],極点のマダミス、狂気のノベライズ！ クトゥルフ神話×山岳×ミステリー。新たな世界線で、陰謀劇が再び幕を上げる。,¥925,-,-,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189180,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,22,[小説「狂気山脈 陰謀の分水嶺」上巻],極点のマダミス、狂気のノベライズ！ クトゥルフ神話×山岳×ミステリー。新たな世界線で、陰謀劇が再び幕を上げる。,¥935,-,-,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189179,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,23,[3Dマーダーミステリー 黒焦げのあなた],焼殺事件の謎に挑む4人専用の「3Dマーダーミステリー」。 3Dで容疑者の記憶を追体験し、屋敷を歩いて証拠を集め、犯人を暴け,"¥8,000",4,270-272,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189178,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,24,[うっかりペンギンのマーダーミステリー？],ペンギン×お祭り×血まみれ？！みんなで推理！笑って楽しめるマーダーミステリー？！,"¥2,000",4,30-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189177,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,25,[消えたしっぽの行方],可愛いペット達が事件を解決！？初心者の方でも安心、ゆるふわマーダーミステリー！,"¥2,800",4,90-90,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189176,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,26,[真・情が故に],愛情、同情、友情、怨情。 音楽大学で起きた二人の死。 教授の腕に描かれた楽譜が、意味するものとは——。,"¥2,500",4,120-120,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189175,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,27,[ミステリーテリングゲーム「夕陽が落ちるまでに」DLコード版],いなくなったあの子を探す僕らが、あの日失ったもの,"¥1,650",2,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189174,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,28,[ミステリーテリングゲーム「夕陽が落ちるまでに」パッケージ版],いなくなったあの子を探す僕らが、あの日失ったもの,"¥2,200",2,60-60,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189173,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,29,[右か左か],判断し、決断せよ／欺き、誘導せよ,"¥4,000",4,90-90,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189171,ゲーム一覧
4,マーダーミステリーブース,特設04,特設,https://gamemarket.jp/booth/5137,5137,30,[意味がわかると怖いゲーム],知りたい けど 知るのが怖い 一見すると、なんてことはない４コママンガ。 しかし、隠された意味を理解したとき、世界は一変する――,"¥2,700",2-8,10-30,0歳〜,,マーダーミステリーブース,https://gamemarket.jp/game/189170,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,1,[ドラマチック謎解きゲーム✕ゲームマーケット「狂気の山脈より生還した謎の男」],ゲームマーケットの片隅で、狂気が目を覚ます,"¥1,000",1-0,60-120,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/185944,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,2,[ドラマチック謎解きゲーム✕ゲームマーケット「WORD MARKET」],謎の答えを「きみの手」で作り出せ！,"¥1,000",1-0,60-120,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/183922,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,3,[ドラマチック謎解きゲーム✕ゲームマーケット「アニマル・リ・リドル」],どうぶつ達が作った謎解きゲームはバグだらけ！ 直すのを手伝ってあげよう！,"¥1,000",1-0,60-120,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/183588,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,4,[ドラマチック謎解きゲーム×ゲームマーケット 「ソウゾウ レンソウ ツナガルリドル」],今回のテーマは 連想💡×謎解きゲーム📝,¥100,1-0,40-90,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/182718,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,5,[ドラマチック謎解きゲーム×ゲームマーケット「デスボードゲームへようこそ」],それは謎に満ちたデスゲーム あなたが賭けるのはライフと■■■■,"¥1,000",1-0,40-90,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/181639,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,6,[ドラマチック謎解きゲーム×ゲームマーケット「チのハロウィンのパーティからの脱出」],今回のナゾの舞台はパロウィン・パーティー,"¥1,000",1-0,40-60,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/180404,新着ゲーム
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,7,[ゲームマーケット2022春×ドラマチック謎解きゲーム「謎だらけの天界試験からの脱出」],天界の謎を解き、大切な彼女を救う方法を見つけ出せ！,"¥1,000",1-0,40-60,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/179655,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,8,[ゲームマーケット2021秋×ドラマチック謎解きゲーム「ルールだらけのボドゲ城からの脱出」],城主ゲムーマ卿が仕掛けた恐ろしい謎を解き、ボドゲ城から生還しろ！,"¥1,000",1-0,40-60,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/179070,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,9,[リアル謎解きゲームマーケット×クトゥルフ神話「偉大なる種族の謎」 The mystery of the Great Race],,¥500,1-0,40-60,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/178456,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,10,[ドラマチック謎解きゲーム×ゲームマーケット「MYSTERY OF GAMEMARKET 2000→2020」],,¥500,1-0,30-90,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/177665,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,11,[リアル謎解きゲームマーケット8「不思議の王国からの脱出」],,¥500,1-0,40-100,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/163460,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,12,[よだかのレコード物販 2019春(F02)],,¥0,-,-,0歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/136214,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,13,[リアル謎解きゲームマーケット×クトゥルフ神話「ネクロノミコン」],,¥500,1-0,40-100,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/136221,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,14,[よだかのレコード物販 2018秋(F17)],,¥0,-,-,0歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/113225,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,15,[リアル謎解きゲームマーケット7「ドラキラ」],,¥500,1-0,40-100,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/112176,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,16,[リアル謎解きゲームマーケット×クトゥルフ神話「湖底から忍び寄る死者の謎」],,¥500,1-0,40-100,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/89870,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,17,[リアル謎解きゲームマーケット６「感染拡大-パンデミック-」],,¥500,1-0,40-100,9歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/72624,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,18,[リアル謎解きゲームマーケット×クトゥルフ神話 ティンダロスの迷宮],,¥500,1-0,30-90,6歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/56672,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,19,[リアル謎解きゲームマーケット5 ゲームマーケットの人狼],,¥500,1-0,30-60,6歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/40789,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,20,[クトゥルフ神話×リアル謎解きゲーム ゲームマーケットの闇に閉ざされし扉],,¥500,1-0,40-120,6歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/27725,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,21,[よだかのレコード物販 2018春(E01)],,¥0,-,-,0歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/12725,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,22,[リアル謎解きゲームマーケット4 ゾンビフルワールド],,¥500,1-0,40-120,6歳〜,,ドラマチック謎解きゲーム,https://gamemarket.jp/game/12717,ゲーム一覧
5,ドラマチック謎解きゲーム,特設05,特設,https://gamemarket.jp/booth/1367,1367,23,[リアル謎解きゲームマーケット3 浮遊都市からの脱出],,¥500,1-0,40-120,6歳〜,,リアル謎解き,https://gamemarket.jp/game/1734,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,1,[ムシナラベ],ならべて、しかけて、むしのにわ,"¥2,750",2,5-10,6歳〜,"対戦, テーマ無し",GEO GAMES,https://gamemarket.jp/game/187971,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,2,[かさねイロ],イロをかさねてイロをつくりだせ！,"¥2,500",1-4,5-,5歳〜,対戦,GEO GAMES,https://gamemarket.jp/game/185586,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,3,[九九ジャン 拡張版（10～12の段）],麻雀要素を追加した新「九九ジャン」！,"¥1,500",2-4,10-15,6歳〜,"対戦, テーマ無し",GEO GAMES,https://gamemarket.jp/game/184765,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,4,[KEZAO -ケザオ-],ある色、ない色、みきわめろ！,"¥2,300",2-5,5-5,5歳〜,"対戦, テーマ無し",GEO GAMES,https://gamemarket.jp/game/183604,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,5,[イキノコオリ],溶けていく氷、最後まで生き残るのは誰だ。,"¥2,500",2-4,5-10,5歳〜,"対戦, 現代",ジオゲームズ,https://gamemarket.jp/game/182345,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,6,[マイクロニモ],毎回変わる特殊ルールに翻弄されながら、昆虫をコレクションしていくドラフトカードゲーム,"¥2,420",2-4,10-15,6歳〜,対戦,ジオゲームズ,https://gamemarket.jp/game/181304,新着ゲーム
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,7,[ゆびスゴロク],サイコロをつかわない新感覚スゴロク。足し算、引き算、上手にジャンケンしてゴールを目指そう！,"¥1,980",2-6,10-15,6歳〜,"対戦, テーマ無し",ジオゲームズ,https://gamemarket.jp/game/181031,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,8,[ジオハイタワー],今日は年に一度開催される塔の建築コンテスト、誰よりも高い塔をつくり、灯りをともすのだ,"¥4,950",2-4,10-20,6歳〜,"対戦, その他",ジオゲームズ,https://gamemarket.jp/game/180228,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,9,[ヒロイッショ],ヒロイかな？イッショかな？お題に一番近い面積はどれだ！？,"¥1,980",2-6,10-15,6歳〜,"対戦, その他",ジオゲームズ,https://gamemarket.jp/game/180227,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,10,[ピタカックン],360℃を目指せ！論理的思考、批判的思考をフル回転させるアブストラクトゲーム,"¥1,980",2-4,10-15,6歳〜,"対戦, その他",ジオゲームズ,https://gamemarket.jp/game/180226,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,11,[九九×ジャン],掛け算と麻雀の要素を取り入れた知的ボードゲーム,"¥1,980",2-4,10-15,6歳〜,"対戦, その他",GEO GAMES,https://gamemarket.jp/game/180225,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,12,[テレクラフト],火星にいる我々は音声通信のみで正確に組み立てなければならない,"¥4,400",2-4,30-30,8歳〜,"対戦, 宇宙",ジオゲームズ,https://gamemarket.jp/game/180168,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,13,[ラッキージャック],手札を入れ替えながら同じマークを揃えるポーカー要素のカードゲーム！,"¥2,200",2-6,20-30,7歳〜,対戦,ジオゲームズ,https://gamemarket.jp/game/179458,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,14,[スパイキッド],子ども大人もみんな楽しい、記憶×スピードカードゲーム,"¥2,000",2-4,5-10,6歳〜,"対戦, その他",ジオゲームズ,https://gamemarket.jp/game/179454,ゲーム一覧
18,GEOGAMES,エリア - 01,エリア,https://gamemarket.jp/booth/3867,3867,15,[タンプルミックス],ハラハラドキドキ！子どもから大人まで楽しめる戦略バランスゲーム,"¥3,850",2-4,10-20,8歳〜,対戦,ジオゲームズ,https://gamemarket.jp/game/177397,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,1,[解体パズルLite にんにくパズル],本物と見間違うほどの精密造形。中身も本物と同じ構造で再現,"¥1,000",1-0,15-30,15歳〜,,株式会社メガハウス,https://gamemarket.jp/game/183414,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,2,[解体パズルLite うにパズル],本物と見間違うほどの精密造形。中身も本物と同じ構造で再現,"¥1,000",1-0,15-30,15歳〜,,株式会社メガハウス,https://gamemarket.jp/game/183413,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,3,[解体パズルLite 納豆パズル],本物と見間違うほどの精密造形。付属のフィルム、たれシート、からしシート、スリーブを使えば本物そっくりの納豆が完成します。,"¥1,000",1-0,15-30,15歳〜,,株式会社メガハウス,https://gamemarket.jp/game/183412,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,4,[アンガーマネジメントゲーム怒りのツボ・当て～る],怒りの「ツボ」を知るから始まる人間関係円満カードゲーム！,"¥1,800",2-6,15-25,15歳〜,対戦,株式会社メガハウス,https://gamemarket.jp/game/181803,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,5,[みんなでカンパイ！飲みジャン],飲み会がジャンゲームになりました！？,"¥2,000",2-4,30-45,20歳〜,対戦,株式会社メガハウス,https://gamemarket.jp/game/181802,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,6,[グラグラえだまめバランス],居酒屋のメニューがそのままゲームになった！？,"¥2,000",2-4,3-10,20歳〜,,株式会社メガハウス,https://gamemarket.jp/game/181801,新着ゲーム
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,7,[やきとりラストワンバトル],居酒屋のメニューがそのままゲームになった！？,"¥2,000",2-3,3-5,20歳〜,対戦,株式会社メガハウス,https://gamemarket.jp/game/181800,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,8,[こぼさず運べ！ビールタワー],居酒屋のメニューがそのままゲームになった！？,"¥2,000",2-4,5-15,20歳〜,,株式会社メガハウス,https://gamemarket.jp/game/181799,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,9,[解体パズルLite 寿司パズル -まぐろ-],本物と見間違うほどの精密造形。パズルを完成させ付属の皿シートに置けば本物そっくりのまぐろのお寿司が完成します。,"¥1,000",1-0,15-30,15歳〜,協力,株式会社メガハウス,https://gamemarket.jp/game/181798,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,10,[ナンバービルド],7種の数字を先に完成させた方が勝ち！対戦型頭脳ゲーム誕生！,"¥2,700",2,10-15,6歳〜,対戦,株式会社メガハウス,https://gamemarket.jp/game/181797,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,11,[おうちで謎解き！ 消えたお菓子といたずらオバケ ナゾトキ大捜索！],”謎”を解いて、いたずらオバケに盗まれた”お菓子”を取り返そう！,"¥2,500",1-4,60-90,8歳〜,協力,株式会社メガハウス,https://gamemarket.jp/game/181796,ゲーム一覧
19,株式会社メガハウス,エリア - 02,エリア,https://gamemarket.jp/booth/4828,4828,12,[おうちで謎解き！ 小学校 特別授業ナゾトキ宝さがし！],"テストの""謎”を解いて、タカラ小学校の”宝”を探し出そう！","¥2,500",1-0,60-90,8歳〜,協力,株式会社メガハウス,https://gamemarket.jp/game/181795,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,1,[RPG・イン・メモリーズ],あの頃の冒険を彷彿とさせる記憶メモリー・タイルゲーム。協力モードも面白い。,"¥2,200",2-5,15-,8歳〜,"協力, ファンタジー",リゴレ,https://gamemarket.jp/game/187315,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,2,[バックストーリーズ],<失踪した兄を探す、勇敢な妹ソフィーの物語>,"¥3,800",1-6,60-,10歳〜,"協力, ミステリー",リゴレ,https://gamemarket.jp/game/187313,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,3,[スリーピング・ゴッズ：彼方の空],スリーピング・ゴッズの独立型続編。今度は空の旅。,"¥19,800",1-4,60-900,14歳〜,,リゴレ,https://gamemarket.jp/game/185792,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,4,[BOREAL],2人専用の遺跡探検ゲーム。,"¥3,300",2,25-25,10歳〜,"対戦, ファンタジー",リゴレ,https://gamemarket.jp/game/185610,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,5,[HOTDOG],ケチャップが決め手！値引き＆売りさばき系カードゲーム。,"¥1,900",2-5,20-30,10歳〜,"対戦, 現代",リゴレ,https://gamemarket.jp/game/184291,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,6,[SHINJUKU],東京23区における鉄道会社の顧客獲得競争。,"¥6,600",2-4,60-120,10歳〜,"対戦, 現代",リゴレ,https://gamemarket.jp/game/183282,新着ゲーム
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,7,[暗黒街の二人],二人の駆け引きが面白い、素晴らしい完成度の二人用ゲーム！！,"¥2,700",2,15-15,10歳〜,,リゴレ,https://gamemarket.jp/game/183261,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,8,[ヨメルかな],読めたら嬉しい！ナゾの文字クイズ！,"¥1,600",2-8,10-10,8歳〜,,リゴレ,https://gamemarket.jp/game/182669,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,9,[ワードスナイパー・インクル],3つのワードから答えをさがせ！！,"¥1,607",2-6,15-15,8歳〜,,リゴレ,https://gamemarket.jp/game/182668,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,10,[アース],テーマは地球。300枚以上の美しいユニークカードで環境構築。,"¥7,000",1-5,45-90,14歳〜,"対戦, 自然",リゴレ,https://gamemarket.jp/game/180533,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,11,[カフーツ],ソロプレイ可能！手軽に遊べる協力型カードゲーム,"¥2,200",1-3,20-20,10歳〜,"協力, ロボット",リゴレ,https://gamemarket.jp/game/180377,ゲーム一覧
20,リゴレ,エリア - 03,エリア,https://gamemarket.jp/booth/2822,2822,12,[トラヤヌス（日本語版）],”マンカラシステム”がユニークな名作ユーロゲーム,"¥6,930",2-4,60-180,12歳〜,"対戦, 中世",リゴレ,https://gamemarket.jp/game/179460,ゲーム一覧
