booth_seq,booth_name,booth_number,booth_type,booth_url,booth_id,game_index_in_booth,game_title,game_description,game_price,game_player,game_play_time,game_target_age,game_tags,game_publisher,game_url,game_source_section
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,4,[神経が衰弱するデスクトップゲーム],デスクトップが汚いすべての人におくる超・神経衰弱バトル,"¥1,700",2-8,30-,10歳〜,"対戦, 現代",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/184561,新着ゲーム
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,5,[恐れ入りますが、こちらの一言で危機を回避させていただいてよろしいでしょうか？],ハチャメチャな状況を乗り切る一言で一流社会人を目指せ!!危機回避大喜利ゲーム,"¥2,000",3-6,15-,12歳〜,"対戦, 現代",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/184468,新着ゲーム
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,6,[まっぷたツートンソウル２],あの大人気パーティーゲームがワード総入れ替えで再登場♪自分と同じ前世を持つ運命の相手を探せ!!以心伝心コミュニケーションゲーム,"¥3,500",3-8,30-,10歳〜,"協力, 恋愛",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/184467,新着ゲーム
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,7,[正気の沙汰じゃない犯行予告 【拡張WORDキット】 結婚へのカウントダウン篇],「正気の沙汰じゃない犯行予告」初の拡張版が登場!!,¥990,3-6,15-,12歳〜,"対戦, 現代",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/183565,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,8,[確定申告が学べるゲーム],遊んで学べるボードゲームシリーズ!! 今回のテーマは「確定申告」,"¥1,800",2-4,45-,12歳〜,"対戦, 現代",TERIYAKI GAMES,https://gamemarket.jp/game/182331,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,9,[正気の沙汰じゃない犯行予告],バラバラに刻まれた単語をつないで、狂気とユーモアに満ちた犯行予告をつくれ!! 大喜利系犯行予告ゲーム,"¥1,800",3-6,15-,12歳〜,"対戦, ミステリー",TERIYAKI GAMES,https://gamemarket.jp/game/181553,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,10,[ファンサの神ゲー],推しの気持ちがわかる？アイドリなりきり体験ゲーム!! 男性アイドル『ファンサの神ゲー』,"¥1,700",4-9,30-,8歳〜,"対戦, 現代",TERIYAKI GAMES,https://gamemarket.jp/game/181552,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,11,[コピーキャット ミャオ],読み合いを制し駆け引きに勝てるか!? 簡単そうで奥深いカードゲーム『コピーキャット ミャオ』,"¥1,800",2-5,25-,7歳〜,"対戦, その他",TERIYAKI GAMES,https://gamemarket.jp/game/181551,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,12,[NISAが学べる投資ゲーム],「NISA」を遊んで学べる投資ゲーム!!,"¥1,800",2-4,50-,12歳〜,"対戦, 現代",TERIYAKI GAMES,https://gamemarket.jp/game/181550,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,13,[セッチューアン],お題のちょうど真ん中“折衷案”を目指せ!! 心理戦お絵描きゲーム,"¥2,600",4-6,10-20,9歳〜,"対戦, テーマ無し",TERIYAKI GAMES,https://gamemarket.jp/game/180283,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,14,[レロレロ酒場],もう「ラリルレロ」しか喋れない…!! あの人が注文したいのは何のメニュー？,"¥1,700",3-8,15-,12歳〜,"対戦, 現代",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/180241,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,15,[トマトラ転生],輪廻転生!! 超高速しりとりカードゲーム！,"¥1,500",2-6,15-,8歳〜,"対戦, 転生",TERIYAKI GAMES,https://gamemarket.jp/game/180240,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,16,[変顔ポーカー],ポーカーフェイスじゃいられない!? 変顔が勝利のカギを握る超次元ポーカーゲーム,"¥1,800",3-6,10-20,7歳〜,"対戦, テーマ無し",TERIYAKI GAMES,https://gamemarket.jp/game/180042,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,17,[フェアリー・クラフト ――妖精たちと魔法の森――],ライトノベル作家 志瑞祐とイラストレーター 兎塚エイジのタッグで贈る お題当て×クリエイトの協力型ゲーム!!,"¥4,000",4-6,40-60,12歳〜,"協力, ファンタジー",TERIYAKI GAMES,https://gamemarket.jp/game/179795,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,18,[サルゴリラチンパンジー♪],みんなで楽しく歌いながら遊ぼうっきー♪,"¥1,000",2-5,5-10,4歳〜,その他,TERIYAKI GAMES,https://gamemarket.jp/game/179713,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,19,[7歳から学べる投資ゲーム],アナタはどうやっておかね持ちになりますか？,"¥1,500",2-4,15-30,7歳〜,現代,TERIYAKI GAMES,https://gamemarket.jp/game/179712,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,20,[ツッコミかるた 新装版],鋭い「ツッコミ」で札を取れ!!,"¥1,500",3-8,10-20,12歳〜,その他,TERIYAKI GAMES,https://gamemarket.jp/game/179711,ゲーム一覧
37,ヨフカシプロジェクト,エリア - 20,エリア,https://gamemarket.jp/booth/4073,4073,21,[アドリブ総選挙],5分で当選!? 即興スピーチバトル！,"¥1,800",3-5,10-20,12歳〜,"対戦, 現代",TERIYAKI GAMES/ヨフカシプロジェクト,https://gamemarket.jp/game/179710,ゲーム一覧
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,1,[ドラスレひとり旅],,"¥2,900",1,10-30,12歳〜,,ジャイアントホビー,https://gamemarket.jp/game/109518,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,2,[ドラスレ【ＡＮＯＴＨＥＲ ＷＯＲＬＤ】ＴＲＩＯ ＤＥ ＵＮＤＥＡＤＳ],,"¥3,200",2-5,15-30,12歳〜,,ジャイアントホビー,https://gamemarket.jp/game/55374,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,3,[ドラスレＡＮＯＴＨＥＲＷＯＲＬＤ【ＤＲＥＡＭ ＫＮＩＧＨＴＳ】],,"¥4,800",2-5,15-30,12歳〜,,ジャイアントホビー,https://gamemarket.jp/game/55370,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,4,[DORASURE拡張版「帝国の刃」],,"¥2,800",2-11,30-60,15歳〜,,ジャイアントホビー,https://gamemarket.jp/game/27702,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,5,[DORASURE（ドラスレ）拡張版ファング],,"¥2,800",2-5,30-40,10歳〜,,ジャイアントホビー,https://gamemarket.jp/game/3963,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,6,[DORASURE（ドラスレ）拡張版SS（エスエス）],,¥0,2-11,30-40,10歳〜,,ジャイアントホビー,https://gamemarket.jp/game/3956,新着ゲーム
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,7,[DORASURE（ドラスレ）拡張版ミンキャス],,"¥2,800",2-5,30-40,10歳〜,,ジャイアントホビー,https://gamemarket.jp/game/3950,ゲーム一覧
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,8,[DORASURE（ドラスレ）拡張版グランドマスター],,"¥1,900",1-3,30-40,10歳〜,,ジャイアントホビー,https://gamemarket.jp/game/3947,ゲーム一覧
39,ジャイアントホビー,エリア - 22,エリア,https://gamemarket.jp/booth/1032,1032,9,[DORASURE（ドラスレ）],,"¥3,900",2-5,30-40,10歳〜,,ジャイアントホビー,https://gamemarket.jp/game/3942,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,1,[トライフル],家族で遊べるトリックテイキングゲーム！,"¥2,500",2-4,5-20,7歳〜,,Engames,https://gamemarket.jp/game/188515,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,2,[マリー・キュリー：キュリー夫人の軌跡を辿って],マリー・キュリー氏の研究室を舞台に、有名な科学者がノーベル賞を2度受賞するのを手助けしましょう！,"¥6,000",2-4,20-40,10歳〜,,Engames,https://gamemarket.jp/game/188467,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,3,[ルシアー・アップグレードキットセット],「ルシアー」のトークンやコインなどを豪華にするセット,"¥30,000",-,-,0歳〜,,Engames,https://gamemarket.jp/game/188363,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,4,[オルロイ：プラハの天文時計],運命のダイヤルをまわして・・・,"¥9,000",1-4,60-120,14歳〜,,Engames,https://gamemarket.jp/game/188344,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,5,[キャッスルコンボ：地下牢解放！],新要素「錠前能力」が追加されるミニ拡張セット,"¥1,000",2-5,10-25,10歳〜,中世,Engames,https://gamemarket.jp/game/187812,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,6,[キャッスルコンボ],９人（３×３）集めて生み出せコンボ,"¥3,000",2-5,10-25,10歳〜,中世,Engames,https://gamemarket.jp/game/187811,新着ゲーム
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,7,[プレザージュ],仲間とともに、未来を切り開いて,"¥3,000",4-6,30-30,8歳〜,,Engames,https://gamemarket.jp/game/187810,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,8,[スピリット・アイランド 日本語版],一生遊べるタワーディフェンス型協力ゲーム,"¥12,500",1-4,90-120,13歳〜,"協力, 神話",Engames,https://gamemarket.jp/game/187751,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,9,[スピリット・アイランド 自然の化身 日本語版],スピリット・アイランド第４弾拡張,"¥9,000",1-4,90-120,13歳〜,"協力, 自然",Engames,https://gamemarket.jp/game/187750,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,10,[コンパイル2 日本語版],2人用カードゲーム「コンパイル」第2弾,"¥3,000",2,20-30,14歳〜,対戦,Engames,https://gamemarket.jp/game/187734,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,11,[コンパイル 補助ユニット02],コンパイル２つ目の拡張セット,"¥1,000",2,20-30,14歳〜,対戦,Engames,https://gamemarket.jp/game/187733,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,12,[キャントウィン],ただ勝つだけじゃ、つまらない。,"¥2,500",3-4,30-45,10歳〜,ファンタジー,Engames,https://gamemarket.jp/game/187705,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,13,[ボムバスターズ 日本語版（２刷）],間に合ったぞ…。ゲームマーケットに！,"¥5,500",2-5,30-30,10歳〜,協力,Engames,https://gamemarket.jp/game/187172,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,14,[シャクルトンベース：月への旅 日本語版],月に行くほど遠く長い道も歩いていけるさ,"¥11,000",1-4,60-120,14歳〜,,Engames,https://gamemarket.jp/game/187170,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,15,[フリップ７ 日本語版],史上最高の運試しゲーム！,"¥2,500",3-18,20-20,8歳〜,,Engames,https://gamemarket.jp/game/187161,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,16,[トリッケリオン アニバーサリー・エディション],クラウドファンディングでも話題に。少量在庫を持ち込みいたします,"¥32,000",2-4,60-180,14歳〜,,Engames,https://gamemarket.jp/game/187160,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,17,[ゴーストリフト],犠牲になるのはひとりだけ・・・,"¥2,500",2-6,15-30,8歳〜,,Engames,https://gamemarket.jp/game/187159,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,18,[ルシアー 日本語版],西欧クラシック音楽の世界に酔いしれる,"¥13,000",1-4,90-150,14歳〜,,Engames,https://gamemarket.jp/game/187158,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,19,[ペーパーテイルズ 日本語版],,"¥4,200",2-5,30-45,12歳〜,,Engames,https://gamemarket.jp/game/135153,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,20,[サグラダ 日本語版],,"¥5,500",1-4,30-45,13歳〜,,Engames,https://gamemarket.jp/game/109577,ゲーム一覧
40,Engames,エリア - 23,エリア,https://gamemarket.jp/booth/2427,2427,21,[Welcome to... 日本語版],,"¥2,800",1-100,25-25,10歳〜,,Engames,https://gamemarket.jp/game/109484,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,1,[トラベル系謎解き 強制快速しらたきの車窓から],,"¥2,000",1-2,40-,12歳〜,ホラー,ClaGla / ナゾグラ,https://gamemarket.jp/game/188613,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,2,[たった今考えたプロポーズの謎解きゲーム],,"¥3,300",1-2,50-,13歳〜,恋愛,ClaGla / ナゾグラ,https://gamemarket.jp/game/188612,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,3,[グミチョコパパイヤレボリューション],手を強化して駆け上る、 かけ引きと笑いの階段ジャンケン,"¥3,300",2-4,15-20,7歳〜,"対戦, 現代",ClaGla / ナゾグラ,https://gamemarket.jp/game/188611,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,4,[恋のどっちーな],YESかNOか当てるゲーム、恋愛バージョン！,"¥1,700",2-10,5-30,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/187272,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,5,[教祖爆誕 拡張セット ─新たなる救済─],100語の善なる金言が解放される！,"¥2,300",3-7,15-35,13歳〜,対戦,ClaGla,https://gamemarket.jp/game/187271,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,6,[ヒューマナイレーサーズ],AIのように動き、狙撃者を欺け!!!!,"¥2,900",2-4,20-40,7歳〜,"対戦, SF",ClaGla,https://gamemarket.jp/game/187269,新着ゲーム
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,7,[クソレビュージャングル],たった今考えたクソレビューでベストレビュアー になって承認欲求を満たすよ。,"¥2,900",3-6,15-30,13歳〜,"対戦, その他",ClaGla / ナゾグラ,https://gamemarket.jp/game/185955,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,8,[たった今考えたプロポーズの言葉を君に捧ぐよ。一人称変更セット ─私とあなた─],一人称を「私」に変えられる,"¥1,200",3-6,15-30,13歳〜,対戦,ClaGla,https://gamemarket.jp/game/184452,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,9,[どっちーな アイドル編],YESかNOか当てるゲーム、アイドルバージョン！,"¥1,700",2-10,5-30,13歳〜,"対戦, テーマ無し",ClaGla,https://gamemarket.jp/game/184451,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,10,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ミニ拡張セット ─for死語オジサン─],死語オジサンなアナタに…,"¥1,000",3-6,15-30,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/184450,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,11,[どっちーな],YESかNOかを当てるゲーム,"¥1,700",2-10,5-30,13歳〜,対戦,ClaGla,https://gamemarket.jp/game/184235,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,12,[クルクルミラーサーカス],さぁさぁお立ち会い！世にも珍しいクルクル鏡文字のスペクタクルショーの始まりだ！,"¥2,700",2-8,15-30,7歳〜,対戦,ClaGla,https://gamemarket.jp/game/184234,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,13,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ミニ拡張セット ─for厨二病─],厨二病なアナタに…,"¥1,000",3-6,15-30,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/183527,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,14,[教祖爆誕 たった今くだった神託で君を救うよ。],『たった今考えたプロポーズの言葉を君に捧ぐよ。』初のスピンオフ作品,"¥2,700",3-6,15-30,13歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/183525,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,15,[ニュースの時間です S（スペシャル）],生放送中は笑ってはいけない！,"¥2,700",3-6,20-30,10歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/182661,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,16,[超進化系じゃんけん アルピッス],次々と手が変わる超進化系じゃんけん,"¥1,900",2-4,5-15,7歳〜,対戦,ClaGla,https://gamemarket.jp/game/182660,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,17,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ─ダンディシルバー─],イケおじなアナタに,"¥2,200",3-7,15-35,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/181310,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,18,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ─ウェイウェイゴールド─],パリピなアナタに,"¥2,200",3-7,15-35,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/181309,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,19,[nappy04 カガミノナカノゲシュタルト],鏡の反射に惑わされる…！？,"¥2,500",2-6,10-30,6歳〜,"対戦, テーマ無し",ClaGla,https://gamemarket.jp/game/179613,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,20,[私立ゴロ合ワセ大学],ゴロで入試を突破せよ！！,"¥2,900",3-6,30-60,10歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/179612,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,21,[nappy03 君の配役センスに見惚れたい。],もしもあのマンガやアニメが実写版映画になったら…,"¥1,500",3-6,30-60,13歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/179602,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,22,[nappy02 私立ゴロ合ワセ大学],語呂で入試を突破せよ！,"¥2,000",3-5,40-60,10歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/178863,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,23,[nappy01 インナークロック],体内時計でバトンを繋げ！,"¥2,000",1-10,15-30,7歳〜,"協力, その他",ClaGla,https://gamemarket.jp/game/178862,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,24,[おとなのどっちぼーい],「おとな」なアナタに答えて欲しい、200の質問🖤,"¥2,500",3-6,30-60,18歳〜,対戦,ClaGla,https://gamemarket.jp/game/178858,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,25,[ちきゅうのボブジテン],ボブジテンちきゅうバージョン,"¥1,900",3-8,30-30,13歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/178502,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,26,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ミニ拡張セット ─三人称─],三人称な貴方に…,"¥1,100",3-6,15-30,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/178501,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,27,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ミニ拡張セット ─イエローサブマリン─],イエサブな貴方に…,"¥1,100",3-6,15-30,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/178497,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,28,[たった今考えたプロポーズの言葉を君に捧ぐよ。 ─空気クリア─],存在が空気な貴方に…,"¥2,200",3-7,15-35,13歳〜,"対戦, 恋愛",ClaGla,https://gamemarket.jp/game/177604,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,29,[どっちぼーい],トモダチのどっち、知ってる？,"¥3,600",3-6,30-60,13歳〜,"対戦, テーマ無し",ClaGla,https://gamemarket.jp/game/177598,ゲーム一覧
41,ClaGla,エリア - 24,エリア,https://gamemarket.jp/booth/2887,2887,30,[なんだって授賞式],君にこの賞！あげたいで賞！！,"¥3,600",3-6,3-3,6歳〜,"対戦, 現代",ClaGla,https://gamemarket.jp/game/177596,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,1,[ENKRATEIA（エンクラティア）],朽ちゆく炎で、永遠を築け。,"¥9,000",2-4,60-120,14歳〜,"対戦, SF",SUSABI GAMES,https://gamemarket.jp/game/187704,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,2,[スターリーチフェスティバル],"""私らしさ""で、輝きを掴め！","¥3,300",3-5,20-30,10歳〜,"対戦, アニメ",SUSABI GAMES,https://gamemarket.jp/game/186774,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,3,[HacKClaD.DeltA（ハッククラッドデルタ）],砕くのは未来か、己か。,"¥8,500",1-4,90-120,14歳〜,"対戦, SF",SUSABI GAMES,https://gamemarket.jp/game/184140,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,4,[アイドルアライブ ステラビーツ（IDOL-A-LIVE StellarBeats）],抱いた願いが、君だけの北極星（ステラ）,"¥3,000",2-4,15-30,10歳〜,"対戦, アニメ",SUSABI GAMES,https://gamemarket.jp/game/184139,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,5,[アイドルアライブ],届け、輝きのその先へ！,"¥4,000",2-4,10-20,10歳〜,"対戦, アニメ",SUSABI GAMES／遊陽ゲームズ,https://gamemarket.jp/game/182269,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,6,[ナイトフラワーズ-新版-],魔物の国のとある街、そこに異種族娘たちのナイトクラブがある――,"¥8,500",1-4,60-120,15歳〜,"対戦, ファンタジー",遊陽ゲームズ／SUSABI GAMES,https://gamemarket.jp/game/182069,新着ゲーム
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,7,[ギブトレ],こっちのほうが、たぶん得。,"¥2,970",2-4,15-30,9歳〜,"チーム戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/180948,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,8,[HacKClaD CROSS FATE],射ち抜け、深淵を。貫け、核心を。,"¥5,000",1-4,90-120,14歳〜,"対戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/180328,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,9,[イビルフロント拡張セット 邪神招来],汝の信ずる神を崇めよ,"¥1,500",2,15-25,10歳〜,"対戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/179636,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,10,[HacKClaD／ハッククラッド],未来を砕く、力を示せーー,"¥7,500",1-4,90-120,14歳〜,"対戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/178764,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,11,[イビルフロント２],探索し、配備し、支配せよ！,"¥2,500",2,15-30,10歳〜,"対戦, ホラー",遊陽ゲームズ,https://gamemarket.jp/game/178099,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,12,[忍尾将棋 神機縦横],３枚のシノビで化かし合い,"¥2,000",1-2,5-20,10歳〜,"対戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/178090,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,13,[忍尾将棋 新装版],３枚のシノビで化かし合い,"¥2,500",2,5-20,10歳〜,"対戦, ファンタジー",遊陽ゲームズ,https://gamemarket.jp/game/177649,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,14,[イビルフロント],探索し、配備し、支配せよ！,"¥2,500",2,15-25,10歳〜,"対戦, 神話",遊陽ゲームズ,https://gamemarket.jp/game/177648,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,15,[『忍尾将棋』拡張第一弾「光芒一閃」],,¥500,2,5-15,12歳〜,,遊陽ゲームズ,https://gamemarket.jp/game/156335,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,16,[ガラクタリウム〜Artifact or Fiction〜],,"¥2,000",2,15-30,7歳〜,,遊陽ゲームズ,https://gamemarket.jp/game/152918,ゲーム一覧
44,SUSABI GAMES,エリア - 27,エリア,https://gamemarket.jp/booth/3111,3111,17,[忍尾将棋（シノビショウギ）],,"¥2,000",2,10-20,6歳〜,,遊陽ゲームズ,https://gamemarket.jp/game/121190,ゲーム一覧
45,JELLY JELLY GROUP,エリア - 28,エリア,https://gamemarket.jp/booth/1393,1393,1,[リーダーズ],仲間を選び、勝利を掴め。新時代の2人用対戦ゲーム,"¥4,500",2,15-25,10歳〜,"対戦, ファンタジー",JELLYJELLYGAMES,https://gamemarket.jp/game/188303,新着ゲーム
